,user_id,gender,state,age,date_joined,no_of_dependents,marital_status,income,product_id,product_name,aisle_id,department_id,prices,order_id,order_number,orders_day_of_week,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered,_merge,price_range_loc,busiest_day,busiest_days,busiest_periods,max_order,loyalty_flag,mean_price,spending_flag,median_prior_days,order_frequency,total_orders,activity_flag
24204403,129897,Female,Wyoming,69,6/5/2019,2,married,105647,44449,Organic Tomato Sauce,81,15,6.5,2745678,3,3,12,23.0,1,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,8.7,Low Spender,23.0,Non-frequent customer,4,Low Activity
24204445,16698,Female,Montana,26,6/5/2019,0,single,34818,21463,Vanilla Bean Light Ice Cream,37,1,1.0,130969,1,2,16,,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,1.0,Low Spender,7.5,Frequent customer,3,Low Activity
24204446,16698,Female,Montana,26,6/5/2019,0,single,34818,21463,Vanilla Bean Light Ice Cream,37,1,1.0,1689597,2,3,18,8.0,1,1,both,Low-range product,Regularly busy,Least busy days,Average orders,3,New customer,1.0,Low Spender,7.5,Frequent customer,3,Low Activity
24204447,16698,Female,Montana,26,6/5/2019,0,single,34818,21463,Vanilla Bean Light Ice Cream,37,1,1.0,765041,3,3,18,7.0,1,1,both,Low-range product,Regularly busy,Least busy days,Average orders,3,New customer,1.0,Low Spender,7.5,Frequent customer,3,Low Activity
24282625,197065,Male,Alabama,31,6/8/2019,2,married,34712,6184,Clementines,32,4,4.3,390088,1,0,7,,1,0,both,Low-range product,Busiest day,Busiest days,Average orders,3,New customer,4.575,Low Spender,8.0,Frequent customer,4,Low Activity
24282626,197065,Male,Alabama,31,6/8/2019,2,married,34712,6184,Clementines,32,4,4.3,747470,2,5,4,5.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Fewest orders,3,New customer,4.575,Low Spender,8.0,Frequent customer,4,Low Activity
24282627,197065,Male,Alabama,31,6/8/2019,2,married,34712,6184,Clementines,32,4,4.3,1136146,3,2,6,11.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Fewest orders,3,New customer,4.575,Low Spender,8.0,Frequent customer,4,Low Activity
24282628,197065,Male,Alabama,31,6/8/2019,2,married,34712,38768,Sweet Kale Salad Mix,32,4,5.4,390088,1,0,7,,2,0,both,Mid-range product,Busiest day,Busiest days,Average orders,3,New customer,4.575,Low Spender,8.0,Frequent customer,4,Low Activity
24305698,179971,Female,Tennessee,48,6/9/2019,1,married,55709,4920,Seedless Red Grapes,123,4,1.1,1510720,2,0,10,30.0,1,0,both,Low-range product,Busiest day,Busiest days,Most orders,4,New customer,7.0,Low Spender,30.0,Non-frequent customer,4,Low Activity
24305699,179971,Female,Tennessee,48,6/9/2019,1,married,55709,4920,Seedless Red Grapes,123,4,1.1,3247214,4,0,11,30.0,1,1,both,Low-range product,Busiest day,Busiest days,Most orders,4,New customer,7.0,Low Spender,30.0,Non-frequent customer,4,Low Activity
24305700,179971,Female,Tennessee,48,6/9/2019,1,married,55709,6873,Organic Iceberg Lettuce,83,4,13.1,650204,3,0,16,21.0,1,0,both,Mid-range product,Busiest day,Busiest days,Most orders,4,New customer,7.0,Low Spender,30.0,Non-frequent customer,4,Low Activity
24305701,179971,Female,Tennessee,48,6/9/2019,1,married,55709,13524,Gluten Free Plain Tortilla,58,1,12.7,3152630,1,6,14,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,7.0,Low Spender,30.0,Non-frequent customer,4,Low Activity
24305879,138517,Male,Alabama,55,6/9/2019,2,married,130975,21386,Smartwater,115,7,11.0,1015880,1,2,9,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.6,Low Spender,30.0,Non-frequent customer,4,Low Activity
24305880,138517,Male,Alabama,55,6/9/2019,2,married,130975,23288,Distilled Water,115,7,8.6,1710949,3,2,14,30.0,2,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.6,Low Spender,30.0,Non-frequent customer,4,Low Activity
24305881,138517,Male,Alabama,55,6/9/2019,2,married,130975,39863,Organic 2% Milk,84,16,9.4,3008873,2,4,11,30.0,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,9.6,Low Spender,30.0,Non-frequent customer,4,Low Activity
24305882,138517,Male,Alabama,55,6/9/2019,2,married,130975,39863,Organic 2% Milk,84,16,9.4,1710949,3,2,14,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.6,Low Spender,30.0,Non-frequent customer,4,Low Activity
24361172,152082,Female,Wyoming,28,6/11/2019,0,single,89623,14419,Fresh Scent Laundry Detergent,75,17,11.2,2109503,2,5,12,20.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,11.675,High Spender,20.0,Regular customer,4,Low Activity
24361173,152082,Female,Wyoming,28,6/11/2019,0,single,89623,31912,Avocado Oil,19,13,12.1,2109503,2,5,12,20.0,2,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,11.675,High Spender,20.0,Regular customer,4,Low Activity
24361174,152082,Female,Wyoming,28,6/11/2019,0,single,89623,31912,Avocado Oil,19,13,12.1,3234456,3,2,13,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,11.675,High Spender,20.0,Regular customer,4,Low Activity
24361175,152082,Female,Wyoming,28,6/11/2019,0,single,89623,36051,Glass Cleaner,114,17,11.3,1525693,1,6,11,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,11.675,High Spender,20.0,Regular customer,4,Low Activity
24468295,93711,Male,New Hampshire,26,6/15/2019,1,married,67543,1158,Mango Chunks,116,1,1.6,1409868,3,2,12,8.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,9.733333333333334,Low Spender,19.0,Regular customer,3,Low Activity
24468296,93711,Male,New Hampshire,26,6/15/2019,1,married,67543,26128,Organic Mango Chunks,116,1,13.8,1894133,1,4,12,,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,9.733333333333334,Low Spender,19.0,Regular customer,3,Low Activity
24468297,93711,Male,New Hampshire,26,6/15/2019,1,married,67543,26128,Organic Mango Chunks,116,1,13.8,2562441,2,1,11,30.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,9.733333333333334,Low Spender,19.0,Regular customer,3,Low Activity
24549714,31507,Male,Rhode Island,48,6/18/2019,3,married,51023,3265,Mini Seedless Watermelon Pack,32,4,1.7,484092,1,5,14,,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,6.75,Low Spender,30.0,Non-frequent customer,4,Low Activity
24549715,31507,Male,Rhode Island,48,6/18/2019,3,married,51023,35199,100% Apple Juice,98,7,4.9,1547143,2,4,17,27.0,1,0,both,Low-range product,Least busy,Least busy days,Average orders,4,New customer,6.75,Low Spender,30.0,Non-frequent customer,4,Low Activity
24549716,31507,Male,Rhode Island,48,6/18/2019,3,married,51023,37059,Lemon & Lime Blossom Ocean Fresh Scent Disinfecting Wipes,114,17,6.3,1149580,4,5,21,30.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,4,New customer,6.75,Low Spender,30.0,Non-frequent customer,4,Low Activity
24549717,31507,Male,Rhode Island,48,6/18/2019,3,married,51023,47348,Heavy Duty Aluminum Foil,97,13,14.1,1659258,3,5,21,30.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,4,New customer,6.75,Low Spender,30.0,Non-frequent customer,4,Low Activity
24549747,98571,Female,Pennsylvania,36,6/18/2019,0,single,31428,4639,Crumbled Bacon,89,13,9.3,2425170,1,0,10,,1,0,both,Mid-range product,Busiest day,Busiest days,Most orders,3,New customer,6.7,Low Spender,17.5,Regular customer,4,Low Activity
24549748,98571,Female,Pennsylvania,36,6/18/2019,0,single,31428,23719,Chicken Tortilla Soup,1,20,8.1,1363589,3,0,10,12.0,1,0,both,Mid-range product,Busiest day,Busiest days,Most orders,3,New customer,6.7,Low Spender,17.5,Regular customer,4,Low Activity
24549749,98571,Female,Pennsylvania,36,6/18/2019,0,single,31428,27093,Thai Coconut Soup,69,15,4.0,2425170,1,0,10,,2,0,both,Low-range product,Busiest day,Busiest days,Most orders,3,New customer,6.7,Low Spender,17.5,Regular customer,4,Low Activity
24549750,98571,Female,Pennsylvania,36,6/18/2019,0,single,31428,38768,Sweet Kale Salad Mix,32,4,5.4,2633015,2,2,10,23.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,6.7,Low Spender,17.5,Regular customer,4,Low Activity
24555881,28280,Female,New Mexico,58,6/19/2019,3,married,118489,9020,Boneless Skinless Chicken Thighs,35,12,25.0,2666025,1,2,9,,1,0,both,High-range product,Regularly busy,Regularly busy,Most orders,3,New customer,17.65,High Spender,1.0,Frequent customer,4,Low Activity
24555882,28280,Female,New Mexico,58,6/19/2019,3,married,118489,9020,Boneless Skinless Chicken Thighs,35,12,25.0,1873428,2,3,8,1.0,1,1,both,High-range product,Regularly busy,Least busy days,Average orders,3,New customer,17.65,High Spender,1.0,Frequent customer,4,Low Activity
24555883,28280,Female,New Mexico,58,6/19/2019,3,married,118489,13176,Bag of Organic Bananas,24,4,10.3,1873428,2,3,8,1.0,2,0,both,Mid-range product,Regularly busy,Least busy days,Average orders,3,New customer,17.65,High Spender,1.0,Frequent customer,4,Low Activity
24555884,28280,Female,New Mexico,58,6/19/2019,3,married,118489,13176,Bag of Organic Bananas,24,4,10.3,1766172,3,2,12,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,17.65,High Spender,1.0,Frequent customer,4,Low Activity
24583803,195476,Male,Texas,19,6/19/2019,0,single,32063,25878,Medium Picante Salsa,51,13,2.3,1355699,2,5,6,14.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Fewest orders,3,New customer,2.9,Low Spender,22.0,Non-frequent customer,4,Low Activity
24583804,195476,Male,Texas,19,6/19/2019,0,single,32063,27156,Organic Black Beans,59,15,6.1,855808,1,5,11,,2,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,2.9,Low Spender,22.0,Non-frequent customer,4,Low Activity
24583805,195476,Male,Texas,19,6/19/2019,0,single,32063,42282,Bag of Jumbo Yellow Onions,32,4,1.6,855808,1,5,11,,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,2.9,Low Spender,22.0,Non-frequent customer,4,Low Activity
24583806,195476,Male,Texas,19,6/19/2019,0,single,32063,42282,Bag of Jumbo Yellow Onions,32,4,1.6,3163814,3,3,11,30.0,1,1,both,Low-range product,Regularly busy,Least busy days,Most orders,3,New customer,2.9,Low Spender,22.0,Non-frequent customer,4,Low Activity
24583980,96722,Male,New Mexico,54,6/19/2019,0,single,39667,3298,Mozzarella String Cheese,21,16,3.9,2625225,1,6,13,,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,3.9,Low Spender,30.0,Non-frequent customer,4,Low Activity
24583981,96722,Male,New Mexico,54,6/19/2019,0,single,39667,3298,Mozzarella String Cheese,21,16,3.9,897632,2,3,17,30.0,1,1,both,Low-range product,Regularly busy,Least busy days,Average orders,4,New customer,3.9,Low Spender,30.0,Non-frequent customer,4,Low Activity
24583982,96722,Male,New Mexico,54,6/19/2019,0,single,39667,3298,Mozzarella String Cheese,21,16,3.9,1233210,3,1,20,30.0,1,1,both,Low-range product,Regularly busy,Busiest days,Average orders,4,New customer,3.9,Low Spender,30.0,Non-frequent customer,4,Low Activity
24583983,96722,Male,New Mexico,54,6/19/2019,0,single,39667,3298,Mozzarella String Cheese,21,16,3.9,3105766,4,5,17,30.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Average orders,4,New customer,3.9,Low Spender,30.0,Non-frequent customer,4,Low Activity
24636508,205221,Male,Washington,27,6/21/2019,3,married,40123,20796,Pepperoni Bagel Bites,129,1,6.0,2898696,3,4,14,30.0,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,3,New customer,6.075,Low Spender,30.0,Non-frequent customer,4,Low Activity
24636509,205221,Male,Washington,27,6/21/2019,3,married,40123,32689,Romaine Hearts,123,4,2.9,347229,2,2,16,30.0,2,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,6.075,Low Spender,30.0,Non-frequent customer,4,Low Activity
24636510,205221,Male,Washington,27,6/21/2019,3,married,40123,35561,Organic Tortilla Chips,107,19,2.9,913552,1,5,0,,1,0,both,Low-range product,Regularly busy,Regularly busy,Fewest orders,3,New customer,6.075,Low Spender,30.0,Non-frequent customer,4,Low Activity
24636511,205221,Male,Washington,27,6/21/2019,3,married,40123,36534,Epsom Salt,133,11,12.5,347229,2,2,16,30.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,6.075,Low Spender,30.0,Non-frequent customer,4,Low Activity
24719878,66170,Female,Nevada,67,6/25/2019,2,married,104412,196,Soda,77,7,9.0,956593,1,1,14,,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,9.0,Low Spender,28.0,Non-frequent customer,4,Low Activity
24719879,66170,Female,Nevada,67,6/25/2019,2,married,104412,196,Soda,77,7,9.0,1726694,2,1,13,28.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,9.0,Low Spender,28.0,Non-frequent customer,4,Low Activity
24719880,66170,Female,Nevada,67,6/25/2019,2,married,104412,196,Soda,77,7,9.0,2439776,3,5,14,30.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,4,New customer,9.0,Low Spender,28.0,Non-frequent customer,4,Low Activity
24719881,66170,Female,Nevada,67,6/25/2019,2,married,104412,196,Soda,77,7,9.0,948351,4,1,14,17.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,9.0,Low Spender,28.0,Non-frequent customer,4,Low Activity
24742393,41840,Male,Maine,68,6/25/2019,3,married,39491,17924,Seltzer Water,115,7,4.3,1558379,1,1,17,,1,0,both,Low-range product,Regularly busy,Busiest days,Average orders,4,New customer,4.3,Low Spender,30.0,Non-frequent customer,4,Low Activity
24742394,41840,Male,Maine,68,6/25/2019,3,married,39491,17924,Seltzer Water,115,7,4.3,1179552,2,6,14,30.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,4.3,Low Spender,30.0,Non-frequent customer,4,Low Activity
24742395,41840,Male,Maine,68,6/25/2019,3,married,39491,17924,Seltzer Water,115,7,4.3,2477616,3,5,13,20.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,4.3,Low Spender,30.0,Non-frequent customer,4,Low Activity
24742396,41840,Male,Maine,68,6/25/2019,3,married,39491,17924,Seltzer Water,115,7,4.3,291314,4,6,18,30.0,1,1,both,Low-range product,Regularly busy,Regularly busy,Average orders,4,New customer,4.3,Low Spender,30.0,Non-frequent customer,4,Low Activity
24742397,177141,Male,Kentucky,54,6/25/2019,2,married,90358,8048,Packaged Grape Tomatoes,32,4,11.4,132074,1,6,9,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,11.4,High Spender,11.0,Regular customer,3,Low Activity
24742398,177141,Male,Kentucky,54,6/25/2019,2,married,90358,8048,Packaged Grape Tomatoes,32,4,11.4,405460,2,5,10,6.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,11.4,High Spender,11.0,Regular customer,3,Low Activity
24742399,177141,Male,Kentucky,54,6/25/2019,2,married,90358,8048,Packaged Grape Tomatoes,32,4,11.4,685098,3,0,0,16.0,1,1,both,Mid-range product,Busiest day,Busiest days,Fewest orders,3,New customer,11.4,High Spender,11.0,Regular customer,3,Low Activity
24797963,63328,Male,Mississippi,48,6/27/2019,0,single,30587,1360,Crunchy Peanut Butter,88,13,7.9,2623390,4,4,14,8.0,1,0,both,Mid-range product,Least busy,Least busy days,Most orders,4,New customer,6.45,Low Spender,8.0,Frequent customer,4,Low Activity
24797964,63328,Male,Mississippi,48,6/27/2019,0,single,30587,20754,Mediterranean Mint Gelato,37,1,4.7,593765,1,5,16,,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,4,New customer,6.45,Low Spender,8.0,Frequent customer,4,Low Activity
24797965,63328,Male,Mississippi,48,6/27/2019,0,single,30587,20754,Mediterranean Mint Gelato,37,1,4.7,168335,3,3,16,9.0,1,1,both,Low-range product,Regularly busy,Least busy days,Most orders,4,New customer,6.45,Low Spender,8.0,Frequent customer,4,Low Activity
24797966,63328,Male,Mississippi,48,6/27/2019,0,single,30587,43957,Peanut Butter Chocolate Pretzel Gelato,37,1,8.5,1614925,2,1,17,3.0,1,0,both,Mid-range product,Regularly busy,Busiest days,Average orders,4,New customer,6.45,Low Spender,8.0,Frequent customer,4,Low Activity
24798375,96151,Male,Iowa,67,6/27/2019,1,married,98180,20518,"Club Delight Sausage, Egg, & Cheese Sandwiches",106,12,23.2,2868921,1,0,10,,1,0,both,High-range product,Busiest day,Busiest days,Most orders,3,New customer,23.2,High Spender,13.0,Regular customer,3,Low Activity
24798376,96151,Male,Iowa,67,6/27/2019,1,married,98180,20518,"Club Delight Sausage, Egg, & Cheese Sandwiches",106,12,23.2,3289423,2,6,22,13.0,1,1,both,High-range product,Regularly busy,Regularly busy,Average orders,3,New customer,23.2,High Spender,13.0,Regular customer,3,Low Activity
24798377,96151,Male,Iowa,67,6/27/2019,1,married,98180,20518,"Club Delight Sausage, Egg, & Cheese Sandwiches",106,12,23.2,2591094,3,5,22,13.0,1,1,both,High-range product,Regularly busy,Regularly busy,Average orders,3,New customer,23.2,High Spender,13.0,Regular customer,3,Low Activity
24825511,8866,Female,Tennessee,35,6/28/2019,3,married,44072,21292,Rainbow Bell Peppers,32,4,11.7,1882351,2,1,12,28.0,2,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,6.7,Low Spender,28.0,Non-frequent customer,4,Low Activity
24825512,8866,Female,Tennessee,35,6/28/2019,3,married,44072,22900,Organic Acai Juice,98,7,4.9,1038924,3,2,11,30.0,1,0,both,Low-range product,Regularly busy,Regularly busy,Most orders,3,New customer,6.7,Low Spender,28.0,Non-frequent customer,4,Low Activity
24825513,8866,Female,Tennessee,35,6/28/2019,3,married,44072,26881,Breaded Chicken Breast Patties,34,1,3.0,2920654,1,1,9,,1,0,both,Low-range product,Regularly busy,Busiest days,Most orders,3,New customer,6.7,Low Spender,28.0,Non-frequent customer,4,Low Activity
24825514,8866,Female,Tennessee,35,6/28/2019,3,married,44072,30827,Seedless Cucumbers,32,4,7.2,1882351,2,1,12,28.0,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,6.7,Low Spender,28.0,Non-frequent customer,4,Low Activity
24860163,147345,Male,Colorado,24,6/30/2019,1,married,62699,13176,Bag of Organic Bananas,24,4,10.3,261173,2,1,21,30.0,1,0,both,Mid-range product,Regularly busy,Busiest days,Average orders,3,New customer,8.966666666666667,Low Spender,30.0,Non-frequent customer,3,Low Activity
24860164,147345,Male,Colorado,24,6/30/2019,1,married,62699,13176,Bag of Organic Bananas,24,4,10.3,204563,3,1,5,30.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Fewest orders,3,New customer,8.966666666666667,Low Spender,30.0,Non-frequent customer,3,Low Activity
24860165,147345,Male,Colorado,24,6/30/2019,1,married,62699,37059,Lemon & Lime Blossom Ocean Fresh Scent Disinfecting Wipes,114,17,6.3,417427,1,3,17,,1,0,both,Mid-range product,Regularly busy,Least busy days,Average orders,3,New customer,8.966666666666667,Low Spender,30.0,Non-frequent customer,3,Low Activity
24936514,161674,Male,Arkansas,67,7/2/2019,1,married,29231,3873,Mountain Spring Water,115,7,2.2,343223,3,1,18,30.0,1,0,both,Low-range product,Regularly busy,Busiest days,Average orders,3,New customer,5.25,Low Spender,30.0,Non-frequent customer,4,Low Activity
24936515,161674,Male,Arkansas,67,7/2/2019,1,married,29231,18747,Light Pink Lemonade,31,7,1.6,78252,2,0,20,30.0,1,0,both,Low-range product,Busiest day,Busiest days,Average orders,3,New customer,5.25,Low Spender,30.0,Non-frequent customer,4,Low Activity
24936516,161674,Male,Arkansas,67,7/2/2019,1,married,29231,23288,Distilled Water,115,7,8.6,2274558,1,6,17,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,5.25,Low Spender,30.0,Non-frequent customer,4,Low Activity
24936517,161674,Male,Arkansas,67,7/2/2019,1,married,29231,23288,Distilled Water,115,7,8.6,343223,3,1,18,30.0,2,1,both,Mid-range product,Regularly busy,Busiest days,Average orders,3,New customer,5.25,Low Spender,30.0,Non-frequent customer,4,Low Activity
24936550,21531,Male,District of Columbia,69,7/2/2019,1,married,155654,5206,Organic Infant Formula With Iron,92,18,8.3,2326135,1,2,10,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,8.175,Low Spender,22.5,Non-frequent customer,4,Low Activity
24936551,21531,Male,District of Columbia,69,7/2/2019,1,married,155654,5206,Organic Infant Formula With Iron,92,18,8.3,3189673,2,3,10,15.0,1,1,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,8.175,Low Spender,22.5,Non-frequent customer,4,Low Activity
24936552,21531,Male,District of Columbia,69,7/2/2019,1,married,155654,39643,Organic Dairy Iron-Fortified Toddler Formula,92,18,9.8,485791,3,1,10,30.0,1,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,8.175,Low Spender,22.5,Non-frequent customer,4,Low Activity
24936553,21531,Male,District of Columbia,69,7/2/2019,1,married,155654,44471,Free & Clear Unscented Baby Wipes,82,18,6.3,2326135,1,2,10,,2,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,8.175,Low Spender,22.5,Non-frequent customer,4,Low Activity
24936554,120281,Male,Nevada,72,7/2/2019,0,divorced/widowed,32476,41242,Strawberry Lowfat Yogurt,120,16,5.4,345186,1,3,14,,1,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,4,New customer,5.4,Low Spender,9.0,Frequent customer,4,Low Activity
24936555,120281,Male,Nevada,72,7/2/2019,0,divorced/widowed,32476,41242,Strawberry Lowfat Yogurt,120,16,5.4,150135,2,1,15,19.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,5.4,Low Spender,9.0,Frequent customer,4,Low Activity
24936556,120281,Male,Nevada,72,7/2/2019,0,divorced/widowed,32476,41242,Strawberry Lowfat Yogurt,120,16,5.4,1566381,3,0,17,6.0,1,1,both,Mid-range product,Busiest day,Busiest days,Average orders,4,New customer,5.4,Low Spender,9.0,Frequent customer,4,Low Activity
24936557,120281,Male,Nevada,72,7/2/2019,0,divorced/widowed,32476,41242,Strawberry Lowfat Yogurt,120,16,5.4,3055,4,2,20,9.0,1,1,both,Mid-range product,Regularly busy,Regularly busy,Average orders,4,New customer,5.4,Low Spender,9.0,Frequent customer,4,Low Activity
25049748,12814,Male,Idaho,52,7/7/2019,0,single,153038,13176,Bag of Organic Bananas,24,4,10.3,687442,1,5,8,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,11.15,High Spender,10.0,Frequent customer,4,Low Activity
25049749,12814,Male,Idaho,52,7/7/2019,0,single,153038,13176,Bag of Organic Bananas,24,4,10.3,2309024,2,1,13,10.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,11.15,High Spender,10.0,Frequent customer,4,Low Activity
25049750,12814,Male,Idaho,52,7/7/2019,0,single,153038,15541,Original Almondmilk,91,16,12.0,2309024,2,1,13,10.0,2,0,both,Mid-range product,Regularly busy,Busiest days,Most orders,3,New customer,11.15,High Spender,10.0,Frequent customer,4,Low Activity
25049751,12814,Male,Idaho,52,7/7/2019,0,single,153038,15541,Original Almondmilk,91,16,12.0,909945,3,0,23,30.0,1,1,both,Mid-range product,Busiest day,Busiest days,Average orders,3,New customer,11.15,High Spender,10.0,Frequent customer,4,Low Activity
25099017,150003,Male,Hawaii,48,7/8/2019,0,single,43267,19660,Spring Water,115,7,2.0,437714,1,1,6,,1,0,both,Low-range product,Regularly busy,Busiest days,Fewest orders,3,New customer,2.175,Low Spender,24.5,Non-frequent customer,4,Low Activity
25099018,150003,Male,Hawaii,48,7/8/2019,0,single,43267,19660,Spring Water,115,7,2.0,569052,2,1,11,21.0,1,1,both,Low-range product,Regularly busy,Busiest days,Most orders,3,New customer,2.175,Low Spender,24.5,Non-frequent customer,4,Low Activity
25099019,150003,Male,Hawaii,48,7/8/2019,0,single,43267,19660,Spring Water,115,7,2.0,949989,3,1,11,28.0,1,1,both,Low-range product,Regularly busy,Busiest days,Most orders,3,New customer,2.175,Low Spender,24.5,Non-frequent customer,4,Low Activity
25099020,150003,Male,Hawaii,48,7/8/2019,0,single,43267,31759,Cherrios Honey Nut,121,14,2.7,437714,1,1,6,,2,0,both,Low-range product,Regularly busy,Busiest days,Fewest orders,3,New customer,2.175,Low Spender,24.5,Non-frequent customer,4,Low Activity
25179841,19495,Female,Idaho,55,7/11/2019,0,single,30620,6184,Clementines,32,4,4.3,155887,2,1,12,30.0,1,0,both,Low-range product,Regularly busy,Busiest days,Most orders,3,New customer,5.866666666666667,Low Spender,30.0,Non-frequent customer,3,Low Activity
25179842,19495,Female,Idaho,55,7/11/2019,0,single,30620,31860,Foil Sheets,85,17,11.7,2795098,3,5,8,30.0,1,0,both,Mid-range product,Regularly busy,Regularly busy,Average orders,3,New customer,5.866666666666667,Low Spender,30.0,Non-frequent customer,3,Low Activity
25179843,19495,Female,Idaho,55,7/11/2019,0,single,30620,40939,Drinking Water,115,7,1.6,771682,1,4,18,,1,0,both,Low-range product,Least busy,Least busy days,Average orders,3,New customer,5.866666666666667,Low Spender,30.0,Non-frequent customer,3,Low Activity
25179940,98654,Male,Maine,61,7/11/2019,3,married,38659,16998,Ibuprofen Caplets,133,11,5.6,2602572,2,3,14,15.0,1,0,both,Mid-range product,Regularly busy,Least busy days,Most orders,3,New customer,5.233333333333333,Low Spender,13.5,Regular customer,3,Low Activity
25179941,98654,Male,Maine,61,7/11/2019,3,married,38659,24135,Oranges,24,4,5.3,3005525,1,2,12,,1,0,both,Mid-range product,Regularly busy,Regularly busy,Most orders,3,New customer,5.233333333333333,Low Spender,13.5,Regular customer,3,Low Activity
25179942,98654,Male,Maine,61,7/11/2019,3,married,38659,33493,Cotton Swabs,44,11,4.8,1465753,3,1,10,12.0,1,0,both,Low-range product,Regularly busy,Busiest days,Most orders,3,New customer,5.233333333333333,Low Spender,13.5,Regular customer,3,Low Activity
25194363,203330,Female,Texas,24,7/12/2019,1,married,60893,13176,Bag of Organic Bananas,24,4,10.3,1261814,1,0,21,,1,0,both,Mid-range product,Busiest day,Busiest days,Average orders,4,New customer,10.3,High Spender,7.0,Frequent customer,4,Low Activity
25194364,203330,Female,Texas,24,7/12/2019,1,married,60893,13176,Bag of Organic Bananas,24,4,10.3,3092508,2,1,10,1.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,10.3,High Spender,7.0,Frequent customer,4,Low Activity
25194365,203330,Female,Texas,24,7/12/2019,1,married,60893,13176,Bag of Organic Bananas,24,4,10.3,2098890,3,1,14,7.0,1,1,both,Mid-range product,Regularly busy,Busiest days,Most orders,4,New customer,10.3,High Spender,7.0,Frequent customer,4,Low Activity
25194366,203330,Female,Texas,24,7/12/2019,1,married,60893,13176,Bag of Organic Bananas,24,4,10.3,244903,4,3,11,23.0,1,1,both,Mid-range product,Regularly busy,Least busy days,Most orders,4,New customer,10.3,High Spender,7.0,Frequent customer,4,Low Activity
